2014-10-10 03:40:26 startup archives install
2014-10-10 03:43:14 status half-installed ubnt-igmpproxy 0.1.0+vyos1+helium2
2014-10-10 03:43:14 status unpacked ubnt-igmpproxy 0.1.0+vyos1+helium2
2014-10-10 03:43:14 status unpacked ubnt-igmpproxy 0.1.0+vyos1+helium2
2014-10-10 03:43:14 install vyatta-base <none> 0.58+vyos1+helium2
2014-10-10 03:43:14 status half-installed vyatta-base 0.58+vyos1+helium2
2014-10-10 03:43:14 status unpacked vyatta-base 0.58+vyos1+helium2
2014-10-10 03:43:14 status unpacked vyatta-base 0.58+vyos1+helium2
2014-10-10 03:43:14 install vyatta-cfg-dhcp-relay <none> 0.11.0+vyos1+helium2
2014-10-10 03:43:14 status half-installed vyatta-cfg-dhcp-relay 0.11.0+vyos1+helium2
2014-10-10 03:43:14 status unpacked vyatta-cfg-dhcp-relay 0.11.0+vyos1+helium2
2014-10-10 03:43:14 status unpacked vyatta-cfg-dhcp-relay 0.11.0+vyos1+helium2
2014-10-10 03:43:14 install vyatta-cfg-dhcp-server <none> 0.12.36+vyos1+helium5
2014-10-10 03:43:14 status half-installed vyatta-cfg-dhcp-server 0.12.36+vyos1+helium5
2014-10-10 03:43:14 status unpacked vyatta-cfg-dhcp-server 0.12.36+vyos1+helium5
2014-10-10 03:43:14 status unpacked vyatta-cfg-dhcp-server 0.12.36+vyos1+helium5
2014-10-10 03:43:15 install vyatta-util <none> 0.13+vyos1+helium1
2014-10-10 03:43:15 status half-installed vyatta-util 0.13+vyos1+helium1
2014-10-10 03:43:15 status unpacked vyatta-util 0.13+vyos1+helium1
2014-10-10 03:43:15 status unpacked vyatta-util 0.13+vyos1+helium1
2014-10-10 03:43:15 install vyatta-cfg-firewall <none> 0.13.91+vyos1+helium8
2014-10-10 03:43:15 status half-installed vyatta-cfg-firewall 0.13.91+vyos1+helium8
2014-10-10 03:43:15 status unpacked vyatta-cfg-firewall 0.13.91+vyos1+helium8
2014-10-10 03:43:15 status unpacked vyatta-cfg-firewall 0.13.91+vyos1+helium8
2014-10-10 03:43:15 install vyatta-cfg-op-pppoe <none> 0.11.20+vyos1+helium4
2014-10-10 03:43:15 status half-installed vyatta-cfg-op-pppoe 0.11.20+vyos1+helium4
2014-10-10 03:43:15 status unpacked vyatta-cfg-op-pppoe 0.11.20+vyos1+helium4
2014-10-10 03:43:15 status unpacked vyatta-cfg-op-pppoe 0.11.20+vyos1+helium4
2014-10-10 03:43:15 install vyatta-cfg-qos <none> 0.15.42+vyos1+helium4
2014-10-10 03:43:15 status half-installed vyatta-cfg-qos 0.15.42+vyos1+helium4
2014-10-10 03:43:15 status unpacked vyatta-cfg-qos 0.15.42+vyos1+helium4
2014-10-10 03:43:15 status unpacked vyatta-cfg-qos 0.15.42+vyos1+helium4
2014-10-10 03:43:15 install vyatta-cfg-quagga <none> 0.19.0+vyos1+helium8
2014-10-10 03:43:15 status half-installed vyatta-cfg-quagga 0.19.0+vyos1+helium8
2014-10-10 03:43:16 status unpacked vyatta-cfg-quagga 0.19.0+vyos1+helium8
2014-10-10 03:43:16 status unpacked vyatta-cfg-quagga 0.19.0+vyos1+helium8
2014-10-10 03:43:16 install vyatta-cfg-vpn <none> 0.12.105+vyos1+helium3
2014-10-10 03:43:16 status half-installed vyatta-cfg-vpn 0.12.105+vyos1+helium3
2014-10-10 03:43:16 status unpacked vyatta-cfg-vpn 0.12.105+vyos1+helium3
2014-10-10 03:43:16 status unpacked vyatta-cfg-vpn 0.12.105+vyos1+helium3
2014-10-10 03:43:16 install vyatta-cluster <none> 0.11.25+vyos1+helium1
2014-10-10 03:43:16 status half-installed vyatta-cluster 0.11.25+vyos1+helium1
2014-10-10 03:43:16 status unpacked vyatta-cluster 0.11.25+vyos1+helium1
2014-10-10 03:43:16 status unpacked vyatta-cluster 0.11.25+vyos1+helium1
2014-10-10 03:43:16 install vyatta-config-mgmt <none> 0.34+vyos1+helium1
2014-10-10 03:43:16 status half-installed vyatta-config-mgmt 0.34+vyos1+helium1
2014-10-10 03:43:16 status unpacked vyatta-config-mgmt 0.34+vyos1+helium1
2014-10-10 03:43:16 status unpacked vyatta-config-mgmt 0.34+vyos1+helium1
2014-10-10 03:43:16 install vyatta-conntrack <none> 0.54+vyos1+helium1
2014-10-10 03:43:16 status half-installed vyatta-conntrack 0.54+vyos1+helium1
2014-10-10 03:43:16 status unpacked vyatta-conntrack 0.54+vyos1+helium1
2014-10-10 03:43:16 status unpacked vyatta-conntrack 0.54+vyos1+helium1
2014-10-10 03:43:16 install vyatta-conntrack-sync <none> 0.46+vyos1+helium1
2014-10-10 03:43:16 status half-installed vyatta-conntrack-sync 0.46+vyos1+helium1
2014-10-10 03:43:16 status unpacked vyatta-conntrack-sync 0.46+vyos1+helium1
2014-10-10 03:43:16 status unpacked vyatta-conntrack-sync 0.46+vyos1+helium1
2014-10-10 03:43:16 install vyatta-cron <none> 1.0.3+vyos1+helium9
2014-10-10 03:43:16 status half-installed vyatta-cron 1.0.3+vyos1+helium9
2014-10-10 03:43:17 status unpacked vyatta-cron 1.0.3+vyos1+helium9
2014-10-10 03:43:17 status unpacked vyatta-cron 1.0.3+vyos1+helium9
2014-10-10 03:43:17 install vyatta-eventwatch <none> 0.1+vyos1+helium2
2014-10-10 03:43:17 status half-installed vyatta-eventwatch 0.1+vyos1+helium2
2014-10-10 03:43:17 status unpacked vyatta-eventwatch 0.1+vyos1+helium2
2014-10-10 03:43:17 status unpacked vyatta-eventwatch 0.1+vyos1+helium2
2014-10-10 03:43:17 install vyatta-ipv6-rtradv <none> 0.38+vyos1+helium5
2014-10-10 03:43:17 status half-installed vyatta-ipv6-rtradv 0.38+vyos1+helium5
2014-10-10 03:43:17 status unpacked vyatta-ipv6-rtradv 0.38+vyos1+helium5
2014-10-10 03:43:17 status unpacked vyatta-ipv6-rtradv 0.38+vyos1+helium5
2014-10-10 03:43:17 install vyatta-lldp <none> 0.25+vyos1+helium1
2014-10-10 03:43:17 status half-installed vyatta-lldp 0.25+vyos1+helium1
2014-10-10 03:43:17 status unpacked vyatta-lldp 0.25+vyos1+helium1
2014-10-10 03:43:17 status unpacked vyatta-lldp 0.25+vyos1+helium1
2014-10-10 03:43:17 install vyatta-nat <none> 0.13.0+vyos1+helium2
2014-10-10 03:43:17 status half-installed vyatta-nat 0.13.0+vyos1+helium2
2014-10-10 03:43:17 status unpacked vyatta-nat 0.13.0+vyos1+helium2
2014-10-10 03:43:17 status unpacked vyatta-nat 0.13.0+vyos1+helium2
2014-10-10 03:43:17 install vyatta-netflow <none> 0.42+vyos1+helium1
2014-10-10 03:43:17 status half-installed vyatta-netflow 0.42+vyos1+helium1
2014-10-10 03:43:17 status unpacked vyatta-netflow 0.42+vyos1+helium1
2014-10-10 03:43:17 status unpacked vyatta-netflow 0.42+vyos1+helium1
2014-10-10 03:43:17 install vyatta-op-dhcp-server <none> 0.14.0+vyos1+helium3
2014-10-10 03:43:17 status half-installed vyatta-op-dhcp-server 0.14.0+vyos1+helium3
2014-10-10 03:43:17 status unpacked vyatta-op-dhcp-server 0.14.0+vyos1+helium3
2014-10-10 03:43:17 status unpacked vyatta-op-dhcp-server 0.14.0+vyos1+helium3
2014-10-10 03:43:17 install vyatta-op-firewall <none> 0.11.0+vyos1+helium1
2014-10-10 03:43:17 status half-installed vyatta-op-firewall 0.11.0+vyos1+helium1
2014-10-10 03:43:17 status unpacked vyatta-op-firewall 0.11.0+vyos1+helium1
2014-10-10 03:43:17 status unpacked vyatta-op-firewall 0.11.0+vyos1+helium1
2014-10-10 03:43:17 install vyatta-op-qos <none> 0.12.27+vyos1+helium1
2014-10-10 03:43:17 status half-installed vyatta-op-qos 0.12.27+vyos1+helium1
2014-10-10 03:43:18 status unpacked vyatta-op-qos 0.12.27+vyos1+helium1
2014-10-10 03:43:18 status unpacked vyatta-op-qos 0.12.27+vyos1+helium1
2014-10-10 03:43:18 install vyatta-op-quagga <none> 0.11.34+vyos1+helium1
2014-10-10 03:43:18 status half-installed vyatta-op-quagga 0.11.34+vyos1+helium1
2014-10-10 03:43:18 status unpacked vyatta-op-quagga 0.11.34+vyos1+helium1
2014-10-10 03:43:18 status unpacked vyatta-op-quagga 0.11.34+vyos1+helium1
2014-10-10 03:43:18 install vyatta-op-vpn <none> 0.14.0+vyos1+helium1
2014-10-10 03:43:18 status half-installed vyatta-op-vpn 0.14.0+vyos1+helium1
2014-10-10 03:43:18 status unpacked vyatta-op-vpn 0.14.0+vyos1+helium1
2014-10-10 03:43:18 status unpacked vyatta-op-vpn 0.14.0+vyos1+helium1
2014-10-10 03:43:18 install vyatta-openvpn <none> 0.2.60+vyos1+helium3
2014-10-10 03:43:18 status half-installed vyatta-openvpn 0.2.60+vyos1+helium3
2014-10-10 03:43:18 status unpacked vyatta-openvpn 0.2.60+vyos1+helium3
2014-10-10 03:43:18 status unpacked vyatta-openvpn 0.2.60+vyos1+helium3
2014-10-10 03:43:18 install vyatta-ravpn <none> 0.12.44+vyos1+helium4
2014-10-10 03:43:18 status half-installed vyatta-ravpn 0.12.44+vyos1+helium4
2014-10-10 03:43:18 status unpacked vyatta-ravpn 0.12.44+vyos1+helium4
2014-10-10 03:43:18 status unpacked vyatta-ravpn 0.12.44+vyos1+helium4
2014-10-10 03:43:18 install vyatta-vrrp <none> 0.11+vyos1+helium4
2014-10-10 03:43:18 status half-installed vyatta-vrrp 0.11+vyos1+helium4
2014-10-10 03:43:18 status unpacked vyatta-vrrp 0.11+vyos1+helium4
2014-10-10 03:43:18 status unpacked vyatta-vrrp 0.11+vyos1+helium4
2014-10-10 03:43:18 install vyatta-wanloadbalance <none> 0.13.68+vyos1+helium2
2014-10-10 03:43:18 status half-installed vyatta-wanloadbalance 0.13.68+vyos1+helium2
2014-10-10 03:43:19 status unpacked vyatta-wanloadbalance 0.13.68+vyos1+helium2
2014-10-10 03:43:19 status unpacked vyatta-wanloadbalance 0.13.68+vyos1+helium2
2014-10-10 03:43:19 install vyatta-webgui <none> 0.2.13-101+vyos1+helium1
2014-10-10 03:43:19 status half-installed vyatta-webgui 0.2.13-101+vyos1+helium1
2014-10-10 03:43:19 status unpacked vyatta-webgui 0.2.13-101+vyos1+helium1
2014-10-10 03:43:19 status unpacked vyatta-webgui 0.2.13-101+vyos1+helium1
2014-10-10 03:43:19 install vyatta-webproxy <none> 0.2.110+vyos1+helium4
2014-10-10 03:43:19 status half-installed vyatta-webproxy 0.2.110+vyos1+helium4
2014-10-10 03:43:19 status unpacked vyatta-webproxy 0.2.110+vyos1+helium4
2014-10-10 03:43:19 status unpacked vyatta-webproxy 0.2.110+vyos1+helium4
2014-10-10 03:43:19 install vyatta-wireless <none> 0.3.41+vyos1+helium4
2014-10-10 03:43:19 status half-installed vyatta-wireless 0.3.41+vyos1+helium4
2014-10-10 03:43:19 status unpacked vyatta-wireless 0.3.41+vyos1+helium4
2014-10-10 03:43:19 status unpacked vyatta-wireless 0.3.41+vyos1+helium4
2014-10-10 03:43:19 install vyatta-wirelessmodem <none> 0.1.24+vyos1+helium2
2014-10-10 03:43:19 status half-installed vyatta-wirelessmodem 0.1.24+vyos1+helium2
2014-10-10 03:43:19 status unpacked vyatta-wirelessmodem 0.1.24+vyos1+helium2
2014-10-10 03:43:19 status unpacked vyatta-wirelessmodem 0.1.24+vyos1+helium2
2014-10-10 03:43:19 install vyatta-zone <none> 0.15+vyos1+helium1
2014-10-10 03:43:19 status half-installed vyatta-zone 0.15+vyos1+helium1
2014-10-10 03:43:19 status unpacked vyatta-zone 0.15+vyos1+helium1
2014-10-10 03:43:19 status unpacked vyatta-zone 0.15+vyos1+helium1
2014-10-10 03:43:19 install vyos-opennhrp <none> 0.14.1-1+vyos1+helium2
2014-10-10 03:43:19 status half-installed vyos-opennhrp 0.14.1-1+vyos1+helium2
2014-10-10 03:43:19 status unpacked vyos-opennhrp 0.14.1-1+vyos1+helium2
2014-10-10 03:43:19 status unpacked vyos-opennhrp 0.14.1-1+vyos1+helium2
2014-10-10 03:43:19 install vyos-nhrp <none> 0.1.0+vyos1+helium2
2014-10-10 03:43:19 status half-installed vyos-nhrp 0.1.0+vyos1+helium2
2014-10-10 03:43:19 status unpacked vyos-nhrp 0.1.0+vyos1+helium2
2014-10-10 03:43:19 status unpacked vyos-nhrp 0.1.0+vyos1+helium2
2014-10-10 03:43:20 startup packages configure
2014-10-10 03:43:20 configure cron 3.0pl1-116 3.0pl1-116
2014-10-10 03:43:20 status unpacked cron 3.0pl1-116
2014-10-10 03:43:20 status unpacked cron 3.0pl1-116
2014-10-10 03:43:20 status unpacked cron 3.0pl1-116
2014-10-10 03:43:20 status unpacked cron 3.0pl1-116
2014-10-10 03:43:20 status unpacked cron 3.0pl1-116
2014-10-10 03:43:20 status unpacked cron 3.0pl1-116
2014-10-10 03:43:20 status unpacked cron 3.0pl1-116
2014-10-10 03:43:20 status unpacked cron 3.0pl1-116
2014-10-10 03:43:20 status unpacked cron 3.0pl1-116
2014-10-10 03:43:20 status unpacked cron 3.0pl1-116
2014-10-10 03:43:20 status unpacked cron 3.0pl1-116
2014-10-10 03:43:20 status half-configured cron 3.0pl1-116
2014-10-10 03:43:20 status installed cron 3.0pl1-116
2014-10-10 03:43:20 configure libudev0 164-3 164-3
2014-10-10 03:43:20 status unpacked libudev0 164-3
2014-10-10 03:43:20 status half-configured libudev0 164-3
2014-10-10 03:43:20 status installed libudev0 164-3
2014-10-10 03:43:20 configure udev 164-3 164-3
2014-10-10 03:43:20 status unpacked udev 164-3
2014-10-10 03:43:20 status unpacked udev 164-3
2014-10-10 03:43:20 status unpacked udev 164-3
2014-10-10 03:43:20 status unpacked udev 164-3
2014-10-10 03:43:20 status unpacked udev 164-3
2014-10-10 03:43:20 status unpacked udev 164-3
2014-10-10 03:43:20 status unpacked udev 164-3
2014-10-10 03:43:20 status half-configured udev 164-3
2014-10-10 03:43:20 status installed udev 164-3
2014-10-10 03:43:20 configure console-data 2:1.10-9 2:1.10-9
2014-10-10 03:43:20 status unpacked console-data 2:1.10-9
2014-10-10 03:43:20 status half-configured console-data 2:1.10-9
2014-10-10 03:43:20 status installed console-data 2:1.10-9
2014-10-10 03:43:20 configure console-terminus 4.30-2 4.30-2
2014-10-10 03:43:20 status unpacked console-terminus 4.30-2
2014-10-10 03:43:20 status half-configured console-terminus 4.30-2
2014-10-10 03:43:20 status installed console-terminus 4.30-2
2014-10-10 03:43:20 configure xkb-data 1.8-2 1.8-2
2014-10-10 03:43:20 status unpacked xkb-data 1.8-2
2014-10-10 03:43:20 status half-configured xkb-data 1.8-2
2014-10-10 03:43:20 status installed xkb-data 1.8-2
2014-10-10 03:43:20 configure keyboard-configuration 1.68+squeeze2 1.68+squeeze2
2014-10-10 03:43:20 status unpacked keyboard-configuration 1.68+squeeze2
2014-10-10 03:43:20 status unpacked keyboard-configuration 1.68+squeeze2
2014-10-10 03:43:20 status unpacked keyboard-configuration 1.68+squeeze2
2014-10-10 03:43:20 status half-configured keyboard-configuration 1.68+squeeze2
2014-10-10 03:43:21 status installed keyboard-configuration 1.68+squeeze2
2014-10-10 03:43:21 configure console-setup 1.68+squeeze2 1.68+squeeze2
2014-10-10 03:43:21 status unpacked console-setup 1.68+squeeze2
2014-10-10 03:43:21 status unpacked console-setup 1.68+squeeze2
2014-10-10 03:43:21 status unpacked console-setup 1.68+squeeze2
2014-10-10 03:43:21 status unpacked console-setup 1.68+squeeze2
2014-10-10 03:43:21 status unpacked console-setup 1.68+squeeze2
2014-10-10 03:43:21 status unpacked console-setup 1.68+squeeze2
2014-10-10 03:43:21 status unpacked console-setup 1.68+squeeze2
2014-10-10 03:43:21 status unpacked console-setup 1.68+squeeze2
2014-10-10 03:43:21 status unpacked console-setup 1.68+squeeze2
2014-10-10 03:43:21 status unpacked console-setup 1.68+squeeze2
2014-10-10 03:43:21 status unpacked console-setup 1.68+squeeze2
2014-10-10 03:43:21 status unpacked console-setup 1.68+squeeze2
2014-10-10 03:43:21 status unpacked console-setup 1.68+squeeze2
2014-10-10 03:43:21 status unpacked console-setup 1.68+squeeze2
2014-10-10 03:43:21 status unpacked console-setup 1.68+squeeze2
2014-10-10 03:43:21 status unpacked console-setup 1.68+squeeze2
2014-10-10 03:43:21 status unpacked console-setup 1.68+squeeze2
2014-10-10 03:43:21 status unpacked console-setup 1.68+squeeze2
2014-10-10 03:43:21 status unpacked console-setup 1.68+squeeze2
2014-10-10 03:43:21 status unpacked console-setup 1.68+squeeze2
2014-10-10 03:43:21 status unpacked console-setup 1.68+squeeze2
2014-10-10 03:43:21 status unpacked console-setup 1.68+squeeze2
2014-10-10 03:43:21 status unpacked console-setup 1.68+squeeze2
2014-10-10 03:43:21 status unpacked console-setup 1.68+squeeze2
2014-10-10 03:43:21 status unpacked console-setup 1.68+squeeze2
2014-10-10 03:43:21 status unpacked console-setup 1.68+squeeze2
2014-10-10 03:43:21 status unpacked console-setup 1.68+squeeze2
2014-10-10 03:43:21 status unpacked console-setup 1.68+squeeze2
2014-10-10 03:43:21 status unpacked console-setup 1.68+squeeze2
2014-10-10 03:43:21 status half-configured console-setup 1.68+squeeze2
2014-10-10 03:43:22 status installed console-setup 1.68+squeeze2
2014-10-10 03:43:22 configure kbd 1.15.2-2 1.15.2-2
2014-10-10 03:43:22 status unpacked kbd 1.15.2-2
2014-10-10 03:43:22 status unpacked kbd 1.15.2-2
2014-10-10 03:43:22 status unpacked kbd 1.15.2-2
2014-10-10 03:43:22 status unpacked kbd 1.15.2-2
2014-10-10 03:43:22 status half-configured kbd 1.15.2-2
2014-10-10 03:43:22 status installed kbd 1.15.2-2
2014-10-10 03:43:22 configure gawk 1:3.1.7.dfsg-5 1:3.1.7.dfsg-5
2014-10-10 03:43:22 status unpacked gawk 1:3.1.7.dfsg-5
2014-10-10 03:43:22 status half-configured gawk 1:3.1.7.dfsg-5
2014-10-10 03:43:22 status installed gawk 1:3.1.7.dfsg-5
2014-10-10 03:43:22 configure netbase 4.45 4.45
2014-10-10 03:43:22 status unpacked netbase 4.45
2014-10-10 03:43:22 status unpacked netbase 4.45
2014-10-10 03:43:22 status unpacked netbase 4.45
2014-10-10 03:43:22 status unpacked netbase 4.45
2014-10-10 03:43:22 status unpacked netbase 4.45
2014-10-10 03:43:22 status half-configured netbase 4.45
2014-10-10 03:43:22 status installed netbase 4.45
2014-10-10 03:43:22 configure libcap2 1:2.19-3+vyos1+helium1 1:2.19-3+vyos1+helium1
2014-10-10 03:43:22 status unpacked libcap2 1:2.19-3+vyos1+helium1
2014-10-10 03:43:22 status half-configured libcap2 1:2.19-3+vyos1+helium1
2014-10-10 03:43:22 status installed libcap2 1:2.19-3+vyos1+helium1
2014-10-10 03:43:22 configure libbsd0 0.2.0-1 0.2.0-1
2014-10-10 03:43:22 status unpacked libbsd0 0.2.0-1
2014-10-10 03:43:22 status half-configured libbsd0 0.2.0-1
2014-10-10 03:43:22 status installed libbsd0 0.2.0-1
2014-10-10 03:43:22 configure libedit2 2.11-20080614-2 2.11-20080614-2
2014-10-10 03:43:22 status unpacked libedit2 2.11-20080614-2
2014-10-10 03:43:22 status half-configured libedit2 2.11-20080614-2
2014-10-10 03:43:22 status installed libedit2 2.11-20080614-2
2014-10-10 03:43:22 configure libopts25 1:5.10-1.1 1:5.10-1.1
2014-10-10 03:43:22 status unpacked libopts25 1:5.10-1.1
2014-10-10 03:43:22 status half-configured libopts25 1:5.10-1.1
2014-10-10 03:43:22 status installed libopts25 1:5.10-1.1
2014-10-10 03:43:22 configure libpci3 1:3.1.7-6 1:3.1.7-6
2014-10-10 03:43:22 status unpacked libpci3 1:3.1.7-6
2014-10-10 03:43:22 status half-configured libpci3 1:3.1.7-6
2014-10-10 03:43:22 status installed libpci3 1:3.1.7-6
2014-10-10 03:43:22 configure libperl5.10 5.10.1-17squeeze6 5.10.1-17squeeze6
2014-10-10 03:43:22 status unpacked libperl5.10 5.10.1-17squeeze6
2014-10-10 03:43:22 status half-configured libperl5.10 5.10.1-17squeeze6
2014-10-10 03:43:22 status installed libperl5.10 5.10.1-17squeeze6
2014-10-10 03:43:22 configure libsensors4 1:3.1.2-6+squeeze1 1:3.1.2-6+squeeze1
2014-10-10 03:43:22 status unpacked libsensors4 1:3.1.2-6+squeeze1
2014-10-10 03:43:22 status unpacked libsensors4 1:3.1.2-6+squeeze1
2014-10-10 03:43:22 status unpacked libsensors4 1:3.1.2-6+squeeze1
2014-10-10 03:43:22 status half-configured libsensors4 1:3.1.2-6+squeeze1
2014-10-10 03:43:22 status installed libsensors4 1:3.1.2-6+squeeze1
2014-10-10 03:43:22 configure libsnmp-base 5.7.2+vyos1+helium1 5.7.2+vyos1+helium1
2014-10-10 03:43:22 status unpacked libsnmp-base 5.7.2+vyos1+helium1
2014-10-10 03:43:22 status half-configured libsnmp-base 5.7.2+vyos1+helium1
2014-10-10 03:43:22 status installed libsnmp-base 5.7.2+vyos1+helium1
2014-10-10 03:43:22 configure libssl0.9.8 0.9.8zb-1 0.9.8zb-1
2014-10-10 03:43:22 status unpacked libssl0.9.8 0.9.8zb-1
2014-10-10 03:43:22 status half-configured libssl0.9.8 0.9.8zb-1
2014-10-10 03:43:22 status installed libssl0.9.8 0.9.8zb-1
2014-10-10 03:43:22 configure libsnmp15 5.7.2+vyos1+helium1 5.7.2+vyos1+helium1
2014-10-10 03:43:22 status unpacked libsnmp15 5.7.2+vyos1+helium1
2014-10-10 03:43:22 status unpacked libsnmp15 5.7.2+vyos1+helium1
2014-10-10 03:43:22 status half-configured libsnmp15 5.7.2+vyos1+helium1
2014-10-10 03:43:22 status installed libsnmp15 5.7.2+vyos1+helium1
2014-10-10 03:43:22 configure ntp 1:4.2.6.p2+dfsg-1+vyos1+helium1 1:4.2.6.p2+dfsg-1+vyos1+helium1
2014-10-10 03:43:22 status unpacked ntp 1:4.2.6.p2+dfsg-1+vyos1+helium1
2014-10-10 03:43:22 status unpacked ntp 1:4.2.6.p2+dfsg-1+vyos1+helium1
2014-10-10 03:43:22 status unpacked ntp 1:4.2.6.p2+dfsg-1+vyos1+helium1
2014-10-10 03:43:22 status unpacked ntp 1:4.2.6.p2+dfsg-1+vyos1+helium1
2014-10-10 03:43:23 status unpacked ntp 1:4.2.6.p2+dfsg-1+vyos1+helium1
2014-10-10 03:43:23 status unpacked ntp 1:4.2.6.p2+dfsg-1+vyos1+helium1
2014-10-10 03:43:23 status half-configured ntp 1:4.2.6.p2+dfsg-1+vyos1+helium1
2014-10-10 03:43:23 status installed ntp 1:4.2.6.p2+dfsg-1+vyos1+helium1
2014-10-10 03:43:23 configure openssh-blacklist 0.4.1 0.4.1
2014-10-10 03:43:23 status unpacked openssh-blacklist 0.4.1
2014-10-10 03:43:23 status half-configured openssh-blacklist 0.4.1
2014-10-10 03:43:23 status installed openssh-blacklist 0.4.1
2014-10-10 03:43:23 configure python2.6-minimal 2.6.6-8+deb6u3 2.6.6-8+deb6u3
2014-10-10 03:43:23 status unpacked python2.6-minimal 2.6.6-8+deb6u3
2014-10-10 03:43:23 status unpacked python2.6-minimal 2.6.6-8+deb6u3
2014-10-10 03:43:23 status half-configured python2.6-minimal 2.6.6-8+deb6u3
2014-10-10 03:43:23 status installed python2.6-minimal 2.6.6-8+deb6u3
2014-10-10 03:43:23 configure mime-support 3.48-1 3.48-1
2014-10-10 03:43:23 status unpacked mime-support 3.48-1
2014-10-10 03:43:23 status unpacked mime-support 3.48-1
2014-10-10 03:43:23 status unpacked mime-support 3.48-1
2014-10-10 03:43:23 status half-configured mime-support 3.48-1
2014-10-10 03:43:23 status installed mime-support 3.48-1
2014-10-10 03:43:23 configure libexpat1 2.0.1-7+squeeze1 2.0.1-7+squeeze1
2014-10-10 03:43:23 status unpacked libexpat1 2.0.1-7+squeeze1
2014-10-10 03:43:23 status half-configured libexpat1 2.0.1-7+squeeze1
2014-10-10 03:43:23 status installed libexpat1 2.0.1-7+squeeze1
2014-10-10 03:43:23 configure python2.6 2.6.6-8+deb6u3 2.6.6-8+deb6u3
2014-10-10 03:43:23 status unpacked python2.6 2.6.6-8+deb6u3
2014-10-10 03:43:23 status half-configured python2.6 2.6.6-8+deb6u3
2014-10-10 03:43:24 status installed python2.6 2.6.6-8+deb6u3
2014-10-10 03:43:24 configure python-minimal 2.6.6-3+squeeze7 2.6.6-3+squeeze7
2014-10-10 03:43:24 status unpacked python-minimal 2.6.6-3+squeeze7
2014-10-10 03:43:24 status half-configured python-minimal 2.6.6-3+squeeze7
2014-10-10 03:43:24 status installed python-minimal 2.6.6-3+squeeze7
2014-10-10 03:43:24 configure python 2.6.6-3+squeeze7 2.6.6-3+squeeze7
2014-10-10 03:43:24 status unpacked python 2.6.6-3+squeeze7
2014-10-10 03:43:24 status half-configured python 2.6.6-3+squeeze7
2014-10-10 03:43:24 status installed python 2.6.6-3+squeeze7
2014-10-10 03:43:24 configure openssl 0.9.8zb-1 0.9.8zb-1
2014-10-10 03:43:24 status unpacked openssl 0.9.8zb-1
2014-10-10 03:43:24 status unpacked openssl 0.9.8zb-1
2014-10-10 03:43:24 status half-configured openssl 0.9.8zb-1
2014-10-10 03:43:24 status installed openssl 0.9.8zb-1
2014-10-10 03:43:24 configure openssl-blacklist 0.5-2 0.5-2
2014-10-10 03:43:24 status unpacked openssl-blacklist 0.5-2
2014-10-10 03:43:24 status half-configured openssl-blacklist 0.5-2
2014-10-10 03:43:24 status installed openssl-blacklist 0.5-2
2014-10-10 03:43:24 configure libgmp3c2 2:4.3.2+dfsg-1 2:4.3.2+dfsg-1
2014-10-10 03:43:24 status unpacked libgmp3c2 2:4.3.2+dfsg-1
2014-10-10 03:43:24 status half-configured libgmp3c2 2:4.3.2+dfsg-1
2014-10-10 03:43:24 status installed libgmp3c2 2:4.3.2+dfsg-1
2014-10-10 03:43:24 configure libstrongswan 4.5.2-1.1-bpo60+vyos1+helium3 4.5.2-1.1-bpo60+vyos1+helium3
2014-10-10 03:43:24 status unpacked libstrongswan 4.5.2-1.1-bpo60+vyos1+helium3
2014-10-10 03:43:24 status unpacked libstrongswan 4.5.2-1.1-bpo60+vyos1+helium3
2014-10-10 03:43:24 status unpacked libstrongswan 4.5.2-1.1-bpo60+vyos1+helium3
2014-10-10 03:43:24 status unpacked libstrongswan 4.5.2-1.1-bpo60+vyos1+helium3
2014-10-10 03:43:24 status unpacked libstrongswan 4.5.2-1.1-bpo60+vyos1+helium3
2014-10-10 03:43:24 status unpacked libstrongswan 4.5.2-1.1-bpo60+vyos1+helium3
2014-10-10 03:43:24 status half-configured libstrongswan 4.5.2-1.1-bpo60+vyos1+helium3
2014-10-10 03:43:24 status installed libstrongswan 4.5.2-1.1-bpo60+vyos1+helium3
2014-10-10 03:43:24 configure libkeyutils1 1.4-1 1.4-1
2014-10-10 03:43:24 status unpacked libkeyutils1 1.4-1
2014-10-10 03:43:24 status half-configured libkeyutils1 1.4-1
2014-10-10 03:43:24 status installed libkeyutils1 1.4-1
2014-10-10 03:43:24 configure libkrb5support0 1.8.3+dfsg-4squeeze8 1.8.3+dfsg-4squeeze8
2014-10-10 03:43:24 status unpacked libkrb5support0 1.8.3+dfsg-4squeeze8
2014-10-10 03:43:24 status half-configured libkrb5support0 1.8.3+dfsg-4squeeze8
2014-10-10 03:43:24 status installed libkrb5support0 1.8.3+dfsg-4squeeze8
2014-10-10 03:43:24 configure libk5crypto3 1.8.3+dfsg-4squeeze8 1.8.3+dfsg-4squeeze8
2014-10-10 03:43:24 status unpacked libk5crypto3 1.8.3+dfsg-4squeeze8
2014-10-10 03:43:24 status half-configured libk5crypto3 1.8.3+dfsg-4squeeze8
2014-10-10 03:43:25 status installed libk5crypto3 1.8.3+dfsg-4squeeze8
